name,country,subcountry,geonameid,timezone
Pocito,Argentina,San Juan,3840860,America/Argentina/San_Juan
Plottier,Argentina,Neuquen,3840885,America/Argentina/Salta
Pergamino,Argentina,Buenos Aires,3841490,America/Argentina/Buenos_Aires
Pérez,Argentina,Santa Fe,3841500,America/Argentina/Cordoba
Paraná,Argentina,Entre Rios,3841956,America/Argentina/Cordoba
Palpalá,Argentina,Jujuy,3842190,America/Argentina/Jujuy
Olavarría,Argentina,Buenos Aires,3842670,America/Argentina/Buenos_Aires
Nueve de Julio,Argentina,Buenos Aires,3842881,America/Argentina/Buenos_Aires
Neuquén,Argentina,Neuquen,3843123,America/Argentina/Salta
Morteros,Argentina,Cordoba,3843619,America/Argentina/Cordoba
Monteros,Argentina,Tucuman,3843803,America/Argentina/Tucuman
Mendoza,Argentina,Mendoza,3844421,America/Argentina/Mendoza
Marcos Juárez,Argentina,Cordoba,3844899,America/Argentina/Cordoba
Machagai,Argentina,Chaco,3845330,America/Argentina/Cordoba
Lincoln,Argentina,Buenos Aires,3846864,America/Argentina/Buenos_Aires
Libertador General San Martín,Argentina,Jujuy,3846915,America/Argentina/Jujuy
Las Breñas,Argentina,Chaco,3848687,America/Argentina/Cordoba
La Rioja,Argentina,La Rioja,3848950,America/Argentina/La_Rioja
La Falda,Argentina,Cordoba,3851331,America/Argentina/Cordoba
La Calera,Argentina,Cordoba,3852374,America/Argentina/Cordoba
Laboulaye,Argentina,Cordoba,3852468,America/Argentina/Cordoba
Junín,Argentina,Buenos Aires,3853354,America/Argentina/Buenos_Aires
Joaquín V. González,Argentina,Salta,3853491,America/Argentina/Salta
Jesús María,Argentina,Cordoba,3853510,America/Argentina/Cordoba
Granadero Baigorria,Argentina,Santa Fe,3854895,America/Argentina/Cordoba
Gobernador Gálvez,Argentina,Santa Fe,3854985,America/Argentina/Cordoba
General Villegas,Argentina,Buenos Aires,3855041,America/Argentina/Buenos_Aires
General Roca,Argentina,Rio Negro,3855065,America/Argentina/Salta
General Pinedo,Argentina,Chaco,3855074,America/Argentina/Cordoba
General Pico,Argentina,La Pampa,3855075,America/Argentina/Salta
General Mosconi,Argentina,Salta,3855116,America/Argentina/Salta
Gálvez,Argentina,Santa Fe,3855244,America/Argentina/Cordoba
Firmat,Argentina,Santa Fe,3855554,America/Argentina/Cordoba
Famaillá,Argentina,Tucuman,3855666,America/Argentina/Tucuman
Esquel,Argentina,Chubut,3855974,America/Argentina/Catamarca
Esperanza,Argentina,Santa Fe,3856022,America/Argentina/Cordoba
Embarcación,Argentina,Salta,3856231,America/Argentina/Salta
Embalse,Argentina,Cordoba,3856235,America/Argentina/Cordoba
El Bolsón,Argentina,Rio Negro,3858765,America/Argentina/Salta
Diamante,Argentina,Entre Rios,3859384,America/Argentina/Cordoba
Deán Funes,Argentina,Cordoba,3859512,America/Argentina/Cordoba
Cutral-Có,Argentina,Neuquen,3859552,America/Argentina/Salta
Cruz del Eje,Argentina,Cordoba,3859828,America/Argentina/Cordoba
Crespo,Argentina,Entre Rios,3859904,America/Argentina/Cordoba
Cosquín,Argentina,Cordoba,3859965,America/Argentina/Cordoba
Coronel Suárez,Argentina,Buenos Aires,3860164,America/Argentina/Buenos_Aires
Coronda,Argentina,Santa Fe,3860217,America/Argentina/Cordoba
Córdoba,Argentina,Cordoba,3860259,America/Argentina/Cordoba
Comodoro Rivadavia,Argentina,Chubut,3860443,America/Argentina/Catamarca
Cipolletti,Argentina,Rio Negro,3861056,America/Argentina/Salta
Cinco Saltos,Argentina,Rio Negro,3861061,America/Argentina/Salta
Chivilcoy,Argentina,Buenos Aires,3861344,America/Argentina/Buenos_Aires
Chimbas,Argentina,San Juan,3861416,America/Argentina/San_Juan
Chilecito,Argentina,La Rioja,3861445,America/Argentina/La_Rioja
Charata,Argentina,Chaco,3861678,America/Argentina/Cordoba
Chacabuco,Argentina,Buenos Aires,3861953,America/Argentina/Buenos_Aires
Centenario,Argentina,Neuquen,3862144,America/Argentina/Salta
Caucete,Argentina,San Juan,3862240,America/Argentina/San_Juan
Catriel,Argentina,Rio Negro,3862254,America/Argentina/Salta
Juan José Castelli,Argentina,Chaco,3862320,America/Argentina/Cordoba
Casilda,Argentina,Santa Fe,3862351,America/Argentina/Cordoba
Carmen de Patagones,Argentina,Buenos Aires,3862583,America/Argentina/Buenos_Aires
Carcarañá,Argentina,Santa Fe,3862655,America/Argentina/Cordoba
Capitán Bermúdez,Argentina,Santa Fe,3862738,America/Argentina/Cordoba
Cañada de Gómez,Argentina,Santa Fe,3862981,America/Argentina/Cordoba
Caleta Olivia,Argentina,Santa Cruz,3863379,America/Argentina/Rio_Gallegos
Bell Ville,Argentina,Cordoba,3864331,America/Argentina/Cordoba
Bella Vista,Argentina,Tucuman,3864375,America/Argentina/Tucuman
Bahía Blanca,Argentina,Buenos Aires,3865086,America/Argentina/Buenos_Aires
Arroyo Seco,Argentina,Santa Fe,3865385,America/Argentina/Cordoba
Arroyito,Argentina,Cordoba,3865424,America/Argentina/Cordoba
Arrecifes,Argentina,Buenos Aires,3865436,America/Argentina/Buenos_Aires
Añatuya,Argentina,Santiago del Estero,3865840,America/Argentina/Cordoba
Alta Gracia,Argentina,Cordoba,3866163,America/Argentina/Cordoba
Allen,Argentina,Rio Negro,3866242,America/Argentina/Salta
Alderetes,Argentina,Tucuman,3866367,America/Argentina/Tucuman
Albardón,Argentina,San Juan,3866425,America/Argentina/San_Juan
Aguilares,Argentina,Tucuman,3866496,America/Argentina/Tucuman
Balvanera,Argentina,Buenos Aires F.D.,6693228,America/Argentina/Buenos_Aires
Villa Santa Rita,Argentina,Buenos Aires F.D.,6693230,America/Argentina/Buenos_Aires
Villa Mercedes,Argentina,San Luis,7116866,America/Argentina/San_Luis
San Miguel,Argentina,Buenos Aires,7645166,America/Argentina/Buenos_Aires
San Carlos de Bariloche,Argentina,Rio Negro,7647007,America/Argentina/Salta
Adrogué,Argentina,Buenos Aires,10172104,America/Argentina/Buenos_Aires
Ingeniero Pablo Nogués,Argentina,Buenos Aires,11147723,America/Argentina/Buenos_Aires
Villa Sarmiento,Argentina,Buenos Aires,11148100,America/Argentina/Buenos_Aires
José C. Paz,Argentina,Buenos Aires,12076997,America/Argentina/Buenos_Aires
Pago Pago,American Samoa,Eastern District,5881576,Pacific/Pago_Pago
Döbling,Austria,Vienna,2600996,Europe/Vienna
Wilten,Austria,Tyrol,2761164,Europe/Vienna
Wiener Neustadt,Austria,Lower Austria,2761353,Europe/Vienna
Vienna,Austria,Vienna,2761369,Europe/Vienna
Wetzelsdorf,Austria,Styria,2761436,Europe/Vienna
Wels,Austria,Upper Austria,2761524,Europe/Vienna
Villach,Austria,Carinthia,2762372,Europe/Vienna
Telfs,Austria,Tyrol,2763810,Europe/Vienna
Straßgang,Austria,Styria,2764178,Europe/Vienna
Stockerau,Austria,Lower Austria,2764279,Europe/Vienna
Steyr,Austria,Upper Austria,2764359,Europe/Vienna
Simmering,Austria,Vienna,2765028,Europe/Vienna
Sankt Pölten,Austria,Lower Austria,2766429,Europe/Vienna
Sankt Peter,Austria,Styria,2766446,Europe/Vienna
Sankt Peter,Austria,Carinthia,2766447,Europe/Vienna
Sankt Martin,Austria,Carinthia,2766522,Europe/Vienna
Salzburg,Austria,Salzburg,2766824,Europe/Vienna
Saalfelden am Steinernen Meer,Austria,Salzburg,2766922,Europe/Vienna
Pradl,Austria,Tyrol,2768442,Europe/Vienna
Perchtoldsdorf,Austria,Lower Austria,2769110,Europe/Vienna
Ottakring,Austria,Vienna,2769359,Europe/Vienna
Mödling,Austria,Lower Austria,2771335,Europe/Vienna
Meidling,Austria,Vienna,2771706,Europe/Vienna
Lustenau,Austria,Vorarlberg,2772173,Europe/Vienna
Linz,Austria,Upper Austria,2772400,Europe/Vienna
Klosterneuburg,Austria,Lower Austria,2773913,Europe/Vienna
Klagenfurt am Wörthersee,Austria,Carinthia,2774326,Europe/Vienna
Innsbruck,Austria,Tyrol,2775220,Europe/Vienna
Innere Stadt,Austria,Vienna,2775260,Europe/Vienna
Penzing,Austria,Vienna,2775371,Europe/Vienna
Hötting,Austria,Tyrol,2775479,Europe/Vienna
Hohenems,Austria,Vorarlberg,2775742,Europe/Vienna
Hietzing,Austria,Vienna,2776421,Europe/Vienna
Hernals,Austria,Vienna,2776488,Europe/Vienna
Graz,Austria,Styria,2778067,Europe/Vienna
Fünfhaus,Austria,Vienna,2779139,Europe/Vienna
Floridsdorf,Austria,Vienna,2779469,Europe/Vienna
Feldkirch,Austria,Vorarlberg,2779674,Europe/Vienna
Essling,Austria,Vienna,2779912,Europe/Vienna
Eggenberg,Austria,Styria,2780361,Europe/Vienna
Dornbirn,Austria,Vorarlberg,2780741,Europe/Vienna
Bregenz,Austria,Vorarlberg,2781503,Europe/Vienna
Baden,Austria,Lower Austria,2782067,Europe/Vienna
Aspern,Austria,Vienna,2782315,Europe/Vienna
Amstetten,Austria,Lower Austria,2782555,Europe/Vienna
Favoriten,Austria,Vienna,8063098,Europe/Vienna
Donaustadt,Austria,Vienna,11903636,Europe/Vienna
Jakomini,Austria,Styria,11903637,Europe/Vienna
Lend,Austria,Styria,11903638,Europe/Vienna
Geidorf,Austria,Styria,11903639,Europe/Vienna
Sankt Leonhard,Austria,Styria,11903640,Europe/Vienna
Andritz,Austria,Styria,11903641,Europe/Vienna
Gries,Austria,Styria,11903642,Europe/Vienna
Währing,Austria,Vienna,12196319,Europe/Vienna
Landstraße,Austria,Vienna,12214069,Europe/Vienna
Margareten,Austria,Vienna,12214070,Europe/Vienna
Mariahilf,Austria,Vienna,12214071,Europe/Vienna
Neubau,Austria,Vienna,12214072,Europe/Vienna
Josefstadt,Austria,Vienna,12214073,Europe/Vienna
Alsergrund,Austria,Vienna,12214080,Europe/Vienna
Brigittenau,Austria,Vienna,12214081,Europe/Vienna
Scarborough,Australia,Western Australia,2061840,Australia/Perth
Rockingham,Australia,Western Australia,2062338,Australia/Perth
Perth,Australia,Western Australia,2063523,Australia/Perth
Mount Isa,Australia,Queensland,2065594,Australia/Brisbane
Morphett Vale,Australia,South Australia,2065740,Australia/Adelaide
Mandurah,Australia,Western Australia,2067119,Australia/Perth
Kwinana,Australia,Western Australia,2068079,Australia/Perth
Gosnells,Australia,Western Australia,2070571,Australia/Perth
Geraldton,Australia,Western Australia,2070998,Australia/Perth
Gawler,Australia,South Australia,2071059,Australia/Adelaide
Darwin,Australia,Northern Territory,2073124,Australia/Darwin
Byford,Australia,Western Australia,2075230,Australia/Perth
Busselton,Australia,Western Australia,2075265,Australia/Perth
Bunbury,Australia,Western Australia,2075432,Australia/Perth
Australind,Australia,Western Australia,2077454,Australia/Perth
Alice Springs,Australia,Northern Territory,2077895,Australia/Darwin
Albany,Australia,Western Australia,2077963,Australia/Perth
Adelaide,Australia,South Australia,2078025,Australia/Adelaide
Yarraville,Australia,Victoria,2142457,Australia/Melbourne
Wollert,Australia,Victoria,2143255,Australia/Melbourne
Wodonga,Australia,Victoria,2143285,Australia/Melbourne
Wheelers Hill,Australia,Victoria,2143887,Australia/Melbourne
Westmead,Australia,New South Wales,2143973,Australia/Sydney
Werribee,Australia,Victoria,2144095,Australia/Melbourne
Warwick,Australia,Queensland,2144502,Australia/Brisbane
Warrnambool,Australia,Victoria,2144528,Australia/Melbourne
Warragul,Australia,Victoria,2144604,Australia/Melbourne
Wantirna South,Australia,Victoria,2144728,Australia/Melbourne
Wangaratta,Australia,Victoria,2144764,Australia/Melbourne
Wahroonga,Australia,New South Wales,2145092,Australia/Sydney
Upper Coomera,Australia,Queensland,2145461,Australia/Brisbane
Tuggeranong Administrative District,Australia,Australian Capital Territory,2145936,Australia/Sydney
Truganina,Australia,Victoria,2145990,Australia/Melbourne
Traralgon,Australia,Victoria,2146108,Australia/Melbourne
Townsville,Australia,Queensland,2146142,Australia/Brisbane
Toowoomba,Australia,Queensland,2146268,Australia/Brisbane
Thornbury,Australia,Victoria,2146793,Australia/Melbourne
Thomastown,Australia,Victoria,2146827,Australia/Melbourne
Templestowe,Australia,Victoria,2147140,Australia/Melbourne
Tarneit,Australia,Victoria,2147357,Australia/Melbourne
Taree,Australia,New South Wales,2147381,Australia/Sydney
Tamworth,Australia,New South Wales,2147497,Australia/Sydney
Sydney,Australia,New South Wales,2147714,Australia/Sydney
Surry Hills,Australia,New South Wales,2147821,Australia/Sydney
Surfers Paradise,Australia,Queensland,2147849,Australia/Brisbane
Sunbury,Australia,Victoria,2147914,Australia/Melbourne
Strathfield,Australia,New South Wales,2148088,Australia/Sydney
Springvale,Australia,Victoria,2148591,Australia/Melbourne
South Yarra,Australia,Victoria,2148876,Australia/Melbourne
Southport,Australia,Queensland,2148928,Australia/Brisbane
Shepparton,Australia,Victoria,2149645,Australia/Melbourne
Seven Hills,Australia,New South Wales,2149847,Australia/Sydney
Seaford,Australia,Victoria,2149975,Australia/Melbourne
Saint Kilda,Australia,Victoria,2150660,Australia/Melbourne
Saint Ives,Australia,New South Wales,2150669,Australia/Sydney
Saint Albans,Australia,Victoria,2150717,Australia/Melbourne
Ryde,Australia,New South Wales,2150767,Australia/Sydney
Rowville,Australia,Victoria,2150894,Australia/Melbourne
Rockhampton,Australia,Queensland,2151437,Australia/Brisbane
Rockdale,Australia,New South Wales,2151443,Australia/Sydney
Ringwood,Australia,Victoria,2151576,Australia/Melbourne
Richmond,Australia,Victoria,2151649,Australia/Melbourne
Reservoir,Australia,Victoria,2151716,Australia/Melbourne
Quakers Hill,Australia,New South Wales,2152329,Australia/Sydney
Preston,Australia,Victoria,2152558,Australia/Melbourne
Port Melbourne,Australia,Victoria,2152658,Australia/Melbourne
Port Macquarie,Australia,New South Wales,2152659,Australia/Sydney
Point Cook,Australia,Victoria,2152819,Australia/Melbourne
Pascoe Vale,Australia,Victoria,2153720,Australia/Melbourne
Palm Beach,Australia,Queensland,2153925,Australia/Brisbane
Pakenham,Australia,Victoria,2153953,Australia/Melbourne
Orange,Australia,New South Wales,2154219,Australia/Sydney
Officer,Australia,Victoria,2154481,Australia/Melbourne
North Melbourne,Australia,Victoria,2154912,Australia/Melbourne
Northcote,Australia,Victoria,2155001,Australia/Melbourne
Noble Park,Australia,Victoria,2155204,Australia/Melbourne
Newcastle,Australia,New South Wales,2155472,Australia/Sydney
Nerang,Australia,Queensland,2155542,Australia/Brisbane
Narre Warren,Australia,Victoria,2155718,Australia/Melbourne
Narangba,Australia,Queensland,2155787,Australia/Brisbane
Mulgrave,Australia,Victoria,2156340,Australia/Melbourne
Mount Waverley,Australia,Victoria,2156492,Australia/Melbourne
Mount Martha,Australia,Victoria,2156578,Australia/Melbourne
Mount Gambier,Australia,South Australia,2156643,Australia/Adelaide
Mount Eliza,Australia,Victoria,2156663,Australia/Melbourne
Mount Druitt,Australia,New South Wales,2156671,Australia/Sydney
Mosman,Australia,New South Wales,2156813,Australia/Sydney
Mornington,Australia,Victoria,2156878,Australia/Melbourne
Morayfield,Australia,Queensland,2156934,Australia/Brisbane
South Morang,Australia,Victoria,2156942,Australia/Melbourne
Mooroolbark,Australia,Victoria,2156977,Australia/Melbourne
Moonee Ponds,Australia,Victoria,2157056,Australia/Melbourne
Mitcham,Australia,Victoria,2157410,Australia/Melbourne
Miranda,Australia,New South Wales,2157495,Australia/Sydney
Mill Park,Australia,Victoria,2157635,Australia/Melbourne
Mildura,Australia,Victoria,2157698,Australia/Melbourne
Merrylands,Australia,New South Wales,2157995,Australia/Sydney
Mernda,Australia,Victoria,2158051,Australia/Melbourne
Melbourne,Australia,Victoria,2158177,Australia/Melbourne
Mascot,Australia,New South Wales,2158538,Australia/Sydney
Maryborough,Australia,Queensland,2158562,Australia/Brisbane
Marrickville,Australia,New South Wales,2158626,Australia/Sydney
Maroubra,Australia,New South Wales,2158651,Australia/Sydney
Manly,Australia,New South Wales,2158867,Australia/Sydney
Maitland,Australia,New South Wales,2159045,Australia/Sydney
Mackay,Australia,Queensland,2159220,Australia/Brisbane
Liverpool,Australia,New South Wales,2159851,Australia/Sydney
Lilydale,Australia,Victoria,2160188,Australia/Melbourne
Lidcombe,Australia,New South Wales,2160258,Australia/Sydney
Launceston,Australia,Tasmania,2160517,Australia/Hobart
Lara,Australia,Victoria,2160560,Australia/Melbourne
Langwarrin,Australia,Victoria,2160582,Australia/Melbourne
Lalor,Australia,Victoria,2160706,Australia/Melbourne
Lakemba,Australia,New South Wales,2160744,Australia/Sydney
Kogarah,Australia,New South Wales,2161185,Australia/Sydney
Keysborough,Australia,Victoria,2161532,Australia/Melbourne
Kew,Australia,Victoria,2161540,Australia/Melbourne
Kensington,Australia,New South Wales,2161608,Australia/Sydney
Hornsby,Australia,New South Wales,2163137,Australia/Sydney
Hobart,Australia,Tasmania,2163355,Australia/Hobart
Hawthorn South,Australia,Victoria,2163776,Australia/Melbourne
Hawthorn,Australia,Victoria,2163782,Australia/Melbourne
Hampton Park,Australia,Victoria,2163990,Australia/Melbourne
Griffith,Australia,New South Wales,2164422,Australia/Sydney
Greenvale,Australia,Victoria,2164495,Australia/Melbourne
Greensborough,Australia,Victoria,2164515,Australia/Melbourne
Granville,Australia,New South Wales,2164691,Australia/Sydney
Goulburn,Australia,New South Wales,2164837,Australia/Sydney
Gold Coast,Australia,Queensland,2165087,Australia/Brisbane
Glen Waverley,Australia,Victoria,2165171,Australia/Melbourne
Glenroy,Australia,Victoria,2165200,Australia/Melbourne
Glen Iris,Australia,Victoria,2165290,Australia/Melbourne
Glenferrie,Australia,Victoria,2165329,Australia/Melbourne
Gladstone,Australia,Queensland,2165478,Australia/Brisbane
Geelong,Australia,Victoria,2165798,Australia/Melbourne
Frankston East,Australia,Victoria,2166143,Australia/Melbourne
Frankston,Australia,Victoria,2166144,Australia/Melbourne
Footscray,Australia,Victoria,2166370,Australia/Melbourne
Fairfield,Australia,New South Wales,2166952,Australia/Sydney
Essendon,Australia,Victoria,2167208,Australia/Melbourne
Epping,Australia,Victoria,2167279,Australia/Melbourne
Epping,Australia,New South Wales,2167280,Australia/Sydney
Engadine,Australia,New South Wales,2167312,Australia/Sydney
Eltham,Australia,Victoria,2167445,Australia/Melbourne
Eight Mile Plains,Australia,Queensland,2167651,Australia/Brisbane
Eastwood,Australia,New South Wales,2167840,Australia/Sydney
Earlwood,Australia,New South Wales,2167949,Australia/Sydney
Dubbo,Australia,New South Wales,2168305,Australia/Sydney
Doreen,Australia,Victoria,2168537,Australia/Melbourne
Doncaster East,Australia,Victoria,2168605,Australia/Melbourne
Doncaster,Australia,Victoria,2168607,Australia/Melbourne
Deer Park,Australia,Victoria,2169145,Australia/Melbourne
Deception Bay,Australia,Queensland,2169220,Australia/Brisbane
Dandenong,Australia,Victoria,2169460,Australia/Melbourne
Croydon,Australia,Victoria,2169867,Australia/Melbourne
Cronulla,Australia,New South Wales,2169956,Australia/Sydney
Cranbourne,Australia,Victoria,2170079,Australia/Melbourne
Craigieburn,Australia,Victoria,2170089,Australia/Melbourne
Corio,Australia,Victoria,2170307,Australia/Melbourne
Coorparoo,Australia,Queensland,2170435,Australia/Brisbane
Coogee,Australia,New South Wales,2170697,Australia/Sydney
Coffs Harbour,Australia,New South Wales,2171085,Australia/Sydney
Coburg,Australia,Victoria,2171168,Australia/Melbourne
Clayton,Australia,Victoria,2171400,Australia/Melbourne
Wollongong,Australia,New South Wales,2171507,Australia/Sydney
Chatswood,Australia,New South Wales,2171707,Australia/Sydney
Cessnock,Australia,New South Wales,2171845,Australia/Sydney
Caulfield North,Australia,Victoria,2171945,Australia/Melbourne
Castle Hill,Australia,New South Wales,2172111,Australia/Sydney
Carrum Downs,Australia,Victoria,2172191,Australia/Melbourne
Carnegie,Australia,Victoria,2172264,Australia/Melbourne
Carlton,Australia,Victoria,2172293,Australia/Melbourne
Carlingford,Australia,New South Wales,2172303,Australia/Sydney
Capalaba,Australia,Queensland,2172434,Australia/Brisbane
Canberra,Australia,Australian Capital Territory,2172517,Australia/Sydney
Camberwell,Australia,Victoria,2172686,Australia/Melbourne
Cairns,Australia,Queensland,2172797,Australia/Brisbane
Caboolture,Australia,Queensland,2172832,Australia/Brisbane
Burwood,Australia,New South Wales,2172995,Australia/Sydney
Burnie,Australia,Tasmania,2173125,Australia/Hobart
Bundaberg,Australia,Queensland,2173323,Australia/Brisbane
Buderim,Australia,Queensland,2173605,Australia/Brisbane
Brunswick,Australia,Victoria,2173741,Australia/Melbourne
Broken Hill,Australia,New South Wales,2173911,Australia/Broken_Hill
Brisbane,Australia,Queensland,2174003,Australia/Brisbane
Brighton,Australia,Victoria,2174039,Australia/Melbourne
Boronia,Australia,Victoria,2174580,Australia/Melbourne
Blacktown,Australia,New South Wales,2175411,Australia/Sydney
Bexley,Australia,New South Wales,2175974,Australia/Sydney
Berwick,Australia,Victoria,2176031,Australia/Melbourne
Bentleigh East,Australia,Victoria,2176122,Australia/Melbourne
Bentleigh,Australia,Victoria,2176123,Australia/Melbourne
Bendigo,Australia,Victoria,2176187,Australia/Melbourne
Baulkham Hills,Australia,New South Wales,2176592,Australia/Sydney
Bathurst,Australia,New South Wales,2176632,Australia/Sydney
Banora Point,Australia,New South Wales,2176934,Australia/Sydney
Bankstown,Australia,New South Wales,2176947,Australia/Sydney
Ballarat,Australia,Victoria,2177091,Australia/Melbourne
Bairnsdale,Australia,Victoria,2177233,Australia/Melbourne
Auburn,Australia,New South Wales,2177513,Australia/Sydney
Ashfield,Australia,New South Wales,2177565,Australia/Sydney
Ascot Vale,Australia,Victoria,2177576,Australia/Melbourne
Armidale,Australia,New South Wales,2177671,Australia/Sydney
Albany Creek,Australia,Queensland,2178208,Australia/Brisbane
Maroochydore,Australia,Queensland,2207268,Australia/Brisbane
Cheltenham,Australia,Victoria,2207618,Australia/Melbourne
Randwick,Australia,New South Wales,2208285,Australia/Sydney
Dee Why,Australia,New South Wales,2208305,Australia/Sydney
Umina Beach,Australia,New South Wales,2208313,Australia/Sydney
